5672|1183
9660|675
490|322
1001|1241
6979|822
664|1511
2834|1761
4526|1024
1427|1608
5800|916
1790|1426
6968|1150
3980|1687
1515|1896
9382|928
3067|1589
4489|220
4908|1044
4865|1431
4026|792
5337|826
4076|538
5828|1648
1887|986
4678|143
5684|884
9109|623
5065|64
9976|1442
4487|1334
3441|931
1348|883
9885|335
4940|1909
6823|1729
6905|1827
8208|1397
1622|642
5619|1259
7331|1228
5299|452
84|1959
577|1070
1280|370
6164|1577
6787|1080
4553|1251
3825|38
867|68
3285|1395
4904|1503
3496|171
4385|546
716|688
2337|664
3046|890
1050|1260
5374|864
3373|339
3491|57
6491|314
6002|230
4735|579
8229|1136
6634|1853
1925|1368
99|696
7097|373
8341|1872
5522|571
3820|1079
2178|1569
3258|146
948|1036
399|1408
7651|1794
2787|112
9243|263
4109|1115
172|1129
1336|1718
8437|322
1595|1984
589|988
2090|351
6063|951
6557|586
2034|337
6834|84
8228|738
9887|933
4028|699
2356|424
9908|875
2336|1065
1118|1861
4965|517
4027|917
7471|1888
5251|1437
