9961|80
9511|1050
392|1286
3492|1948
8641|1061
2623|1373
45|353
5909|639
59|888
3663|1766
7318|1120
2051|854
434|1752
7726|1082
7874|938
8625|168
6676|1957
172|1917
9026|1181
1698|1344
5946|389
1969|23
3176|1172
5674|356
3543|1298
9142|1099
2449|1744
733|536
6264|957
9203|1249
2458|241
5772|353
337|1229
4405|289
7164|1921
3616|1745
6922|408
9655|1727
6228|280
9434|1822
2380|728
5371|672
2370|303
472|1159
1705|323
129|1024
45|1353
9884|1494
6572|628
1025|1460
5420|561
8421|101
480|1912
3276|546
7631|365
9141|1538
6596|1474
136|1167
6236|1292
1393|50
413|568
9235|895
9272|12
1928|1507
150|1592
1479|1494
3201|1060
7412|276
8379|760
2986|333
1206|341
784|125
786|1324
7447|1334
1118|739
7334|998
4944|1712
989|1637
6823|1767
7103|1628
821|824
5007|1821
7661|150
2956|1431
8202|1501
2738|1634
6854|1602
8759|435
8922|1325
2876|1134
4234|1526
9873|1858
2054|1734
8811|412
7315|863
3424|204
6149|1599
8376|602
6272|191
1277|225
